-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
-100, -100, -100, -100, -100,24/02/2022 15:28:12
